family_id;members_count;nodes_count;max_common_value;min_common_value;max_avg_step;min_avg_step;members_preview;common_values_preview
5166a862c128;62;78;8216025965;428885;100.0;23.0;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287;8216025965,5477350643,5199203933,3651567095,3466135955,3245837417,3202149617,3081009737,2924552213,2434378063,2401612213,2310757303,2163891611,2134766411,1949701475,1923459209,1442594407,1423177607,1282306139,1265046761,1124486009,1109350829,986089625,948785071,854870759,843364507,749657339,739567219,692562257,657393083
a20409475c9c;61;7;71090621;6241151;22.24590163934426;16.24590163934426;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,974079,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287;71090621,47393747,31595831,21063887,14042591,9361727,6241151
9ab590894f04;58;5;5547689;1643759;15.724137931034482;11.724137931034482;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771;5547689,4160767,3698459,2465639,1643759
ec808c2135fe;57;1;1095839;1095839;10.929824561403509;10.929824561403509;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,1026187,1081085,1095839,1138921,1154461,1199847,1216223,1281283,1281287,1298771;1095839
a5c2c72234b6;56;1;730559;730559;10.125;10.125;270271,288615,360361,405407,432923,480481,487039,540543,577231,608111,640641,649385,720723,730559,769641,810815,854191,865847,912167,960963,1026187,1081085,1138921,1154461,1199847,1216223,1281283,1281287,1298771,1368249;730559
1cdc0b0c8ace;42;1;1948157;1948157;10.666666666666666;10.666666666666666;270271,360361,405407,480481,540543,577231,608111,640641,720723,769641,810815,854191,865847,912167,960963,1081085,1138921,1199847,1216223,1281283,1281287,1298771,1368251,1441445,1518561,1539283,1621629,1708377,1708383,1799771;1948157
b604d18230e8;41;1;1298771;1298771;9.926829268292684;9.926829268292684;270271,360361,405407,480481,540543,577231,608111,640641,720723,769641,810815,854191,865847,912167,960963,1081085,1138921,1199847,1216223,1281283,1281287,1298771,1368251,1441445,1518561,1539283,1621629,1708377,1708383,1799771;1298771
a771b7133ae2;40;1;865847;865847;9.175;9.175;270271,360361,405407,480481,540543,577231,608111,640641,720723,769641,810815,854191,865847,912167,960963,1081085,1138921,1199847,1216223,1281283,1281287,1368251,1441445,1518561,1539283,1621629,1708377,1708383,1799771,1824335;865847
bb03c8f94299;37;1;2308925;2308925;8.837837837837839;8.837837837837839;270271,360361,405407,480481,540543,608111,640641,720723,810815,854191,912167,960963,1081085,1138921,1199847,1216223,1281283,1281287,1368251,1441445,1518561,1539283,1621629,1708377,1708383,1799771,1824335,1896063,1921925,1921931;2308925
d28d60955bf6;28;4;17981;10115;100.32142857142857;96.32142857142857;1357855,1450015,1469439,1469799,1810473,1835007,1933353,2036783,2174823,2175023,2204159,2204699,2480287,2715711,2752511,2938879,3054895,3262235,3306239,3483115,3670015,3918505,4073193,4128767,4349647,4408319,4644153,4959359;17981,15173,11987,10115
dbe9d33f49c6;27;36;5734125917;266069;44.111111111111114;9.11111111111111;159487,212649,239231,318975,358847,378043,425299,478463,504057,538271,567065,637949,717695,756087,807407,850597,956925,1008115,1076543,1134129,1134131,1211111,1275901,1344153,1435389,1512173,1614815;5734125917,3822750611,3225445829,2548500407,2150297219,1699000271,1132666847,755111231,604771093,503407487,447473321,335604991,298315547,198877031,132584687,88389791,58926527,39284351,28348645,26189567,17459711,11639807,7973057,7759871,5979793,5315371,5173247,4598441,4484845,3448831
ef2cfc17ddb0;27;1;14741;14741;130.25925925925927;130.25925925925927;1042431,1126015,1501353,1563647,1689023,1853211,2084863,2252031,2345471,2375847,2533535,2779817,3002707,3127295,3378047,3518207,3558763,3706423,3800303,4003609,4121215,4169725,4504061,4690943,4745017,4809759,4941897;14741
d06c883baba3;25;100;30079718549;11645;129.6;29.6;1042431,1126015,1501353,1563647,1689023,1853211,2084863,2252031,2345471,2533535,2779817,3002707,3127295,3378047,3518207,3558763,3706423,3800303,4003609,4169725,4504061,4690943,4745017,4809759,4941897;30079718549,28167930305,22256142461,21125947729,20053145699,18778620203,15844460797,14837428307,13368763799,13188825161,12519080135,9891618871,8912509199,8792550107,8346053423,6175288961,5941672799,5861700071,5140269989,4631466721,4278726989,4116859307,3907800047,3811263029,3473600041,3426846659,3252827105,3172470317,2852484659,2744572871
a1146ae917ba;23;1;1539283;1539283;7.6521739130434785;7.6521739130434785;270271,360361,405407,480481,608111,640641,720723,912167,960963,1081085,1199847,1281283,1368251,1441445,1539283,1621629,1708377,1799771,1921925,2024743,2052377,2277835,2399695;1539283
863a750a5ebf;22;136;17494428437;15871;143.6818181818182;8.681818181818182;665215,886953,997823,1330431,1496735,1773907,1995647,2102407,2245103,2365209,2660861,2803209,2993471,3153611,3367655,3547813,3991293,4204815,4490207,4730417,4730419,4983483;17494428437,11662952291,7775301527,5183534351,4607586089,3455689567,3071724059,2730421385,2047816039,1820280923,1213520615,820051333,809013743,639220733,539342495,426147155,359561663,291903041,284098103,259469369,239707775,236481389,218927281,194602027,189398735,172979579,164195461,157654259,153759625,149648381
83afcd22475b;22;84;8138196845;14765;99.22727272727273;16.227272727272727;376831,502441,565247,669921,753663,847871,1004883,1130495,1190971,1271807,1339843,1507325,1587961,1695743,1786457,1882027,1907711,2009765,2117281,2260989,2381943,2381947;8138196845,5425464563,5149952693,3616976375,3433301795,3051823817,2411317583,2288867863,1607545055,1428928937,1071696703,952619291,783916481,696814649,635079527,587937361,522610987,482808065,470880989,464543099,446036645,440953021,423386351,396477017,372054113,362106049,313920659,313265789,309695399,297357763
045238bceb85;22;1;2052377;2052377;7.0;7.0;270271,360361,405407,480481,608111,640641,720723,912167,960963,1081085,1199847,1281283,1368251,1441445,1621629,1708377,1799771,1921925,2024743,2052377,2277835,2399695;2052377
b8cc5836c07f;21;4;2725001;1211111;8.619047619047619;5.619047619047619;159487,212649,239231,358847,378043,425299,504057,538271,567065,637949,756087,807407,850597,956925,1008115,1134129,1134131,1211111,1344153,1435389,1512173;2725001,2043751,1816667,1211111
48083f7ff32c;21;1;1368251;1368251;6.333333333333333;6.333333333333333;270271,360361,405407,480481,608111,640641,720723,912167,960963,1081085,1199847,1281283,1368251,1441445,1621629,1708377,1799771,1921925,2024743,2277835,2399695;1368251
757fb0d6c863;20;10;180335645;4690943;33.3;24.3;1126015,1501353,1689023,1853211,2084863,2252031,2533535,2779817,3002707,3127295,3378047,3558763,3706423,3800303,4003609,4504061,4690943,4745017,4809759,4941897;180335645,120223763,80149175,53432783,35621855,23747903,15831935,10554623,7036415,4690943
e4d60c7a9866;20;1;912167;912167;5.65;5.65;270271,360361,405407,480481,608111,640641,720723,912167,960963,1081085,1199847,1281283,1441445,1621629,1708377,1799771,1921925,2024743,2277835,2399695;912167
4cb1e2ec9bc2;20;1;807407;807407;4.9;4.9;159487,212649,239231,358847,378043,425299,504057,538271,567065,637949,756087,807407,850597,956925,1008115,1134129,1134131,1344153,1435389,1512173;807407
0729afc8bcdd;19;22;2270045;37877;90.73684210526316;69.73684210526316;1357855,1450015,1469439,1469799,1810473,1933353,2036783,2175023,2204159,2204699,2480287,2715711,2938879,3306239,3483115,3918505,4408319,4644153,4959359;2270045,2017817,1513363,1345211,1276901,1062881,896807,851267,797161,708587,597871,472391,404021,359129,314927,269347,239419,209951,139967,93311,62207,37877
be8aec04b717;19;1;3127295;3127295;24.57894736842105;24.57894736842105;1126015,1501353,1689023,1853211,2084863,2252031,2533535,2779817,3002707,3127295,3378047,3558763,3706423,3800303,4003609,4504061,4745017,4809759,4941897;3127295
2aff50ecb251;19;1;608111;608111;4.947368421052632;4.947368421052632;270271,360361,405407,480481,608111,640641,720723,960963,1081085,1199847,1281283,1441445,1621629,1708377,1799771,1921925,2024743,2277835,2399695;608111
129e48780fbd;19;1;538271;538271;4.157894736842105;4.157894736842105;159487,212649,239231,358847,378043,425299,504057,538271,567065,637949,756087,850597,956925,1008115,1134129,1134131,1344153,1435389,1512173;538271
154a0fa8504b;18;91;7998895637;11467;101.77777777777777;11.777777777777779;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175;7998895637,5332597091,3555064727,2370043151,1580028767,1053352511,711815789,702235007,675668897,632725145,570095633,506751673,474543859,468156671,450445931,427571725,421816763,380063755,374948233,369901565,346391585,312104447,300297287,292267901,281211175,266930921,259793689,246601043,230927723,208069631
8a00a914551b;18;55;18997161173;11183;68.94444444444444;14.944444444444445;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455;18997161173,12664774115,8443182743,5628788495,3752525663,2501683775,1667789183,1482479273,1317759353,1111859455,988319515,878506235,585670823,445245965,390447215,260298143,173532095,166967237,115688063,77125375,31306357,4952765,4402457,4178897,3301843,3134173,2934971,2785931,1857287,1762973
9703246df1cb;18;11;73338857;1907711;15.444444444444445;5.444444444444445;376831,502441,565247,669921,847871,1004883,1190971,1271807,1339843,1507325,1587961,1786457,1882027,1907711,2009765,2117281,2260989,2381943;73338857,55004143,48892571,32595047,21730031,14486687,9657791,6438527,4292351,2861567,1907711
e02d2b05e182;18;4;7577225;3367655;8.166666666666666;5.166666666666667;665215,886953,997823,1496735,1773907,2102407,2245103,2365209,2660861,2803209,3153611,3367655,3547813,3991293,4204815,4730417,4730419,4983483;7577225,5682919,5051483,3367655
b2353b4633dc;17;7;4444577;1975367;11.470588235294118;5.470588235294118;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2192371,2341175;4444577,3750113,3333433,2963051,2812585,2500075,1975367
2ffa9e590f38;17;1;2245103;2245103;4.470588235294118;4.470588235294118;665215,886953,997823,1496735,1773907,2102407,2245103,2365209,2660861,2803209,3153611,3547813,3991293,4204815,4730417,4730419,4983483;2245103
23914b4c4d9b;17;1;1271807;1271807;4.764705882352941;4.764705882352941;376831,502441,565247,669921,847871,1004883,1190971,1271807,1339843,1507325,1587961,1786457,1882027,2009765,2117281,2260989,2381943;1271807
c441b34864c6;17;1;405407;405407;4.470588235294118;4.470588235294118;270271,360361,405407,480481,640641,720723,960963,1081085,1199847,1281283,1441445,1708377,1799771,1921925,2024743,2277835,2399695;405407
3d57b5f99ffc;17;1;358847;358847;3.588235294117647;3.588235294117647;159487,212649,239231,358847,378043,425299,504057,567065,637949,756087,850597,956925,1008115,1134129,1134131,1344153,1512173;358847
773da70ca50a;16;1;1496735;1496735;3.75;3.75;665215,886953,997823,1496735,1773907,2102407,2365209,2660861,2803209,3153611,3547813,3991293,4204815,4730417,4730419,4983483;1496735
48d73091d886;16;1;847871;847871;4.0625;4.0625;376831,502441,565247,669921,847871,1004883,1190971,1339843,1507325,1587961,1786457,1882027,2009765,2117281,2260989,2381943;847871
40a204788ca3;15;2;8339453;5559635;29.733333333333334;28.733333333333334;1126015,1501353,1689023,2252031,2533535,3002707,3378047,3558763,3706423,3800303,4003609,4504061,4745017,4809759,4941897;8339453,5559635
da5799ec406f;15;1;239231;239231;3.0;3.0;159487,212649,239231,378043,425299,504057,567065,637949,756087,850597,1008115,1134129,1134131,1344153,1512173;239231
12eadc99058e;14;87;52304792741;10403;101.78571428571429;14.785714285714286;1988859,2237467,2517151,2870431,2943135,2983289,3356201,3775727,3827241,3977719,4305647,4414703,4474935,4778655;52304792741,49648689989,34869861827,33099126659,23246574551,22066084439,18367663841,15497716367,14710722959,13775747881,12245109227,10331810911,9807148639,9309129373,8163406151,6627300113,5890933433,5442270767,5236385273,4970475085,4418200075,3927288955,3628180511,3490923515,2418787007,1863928157,1612524671,1075016447,1048459589,755018405
905178154fa7;14;1;1316911;1316911;5.142857142857143;5.142857142857143;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1644279,1755881,1849815,2081043,2192371;1316911
8ea236f4b1b4;14;1;997823;997823;3.2142857142857144;3.2142857142857144;665215,886953,997823,1773907,2102407,2365209,2660861,2803209,3153611,3547813,4204815,4730417,4730419,4983483;997823
5fe9a06dd63f;14;1;565247;565247;3.5714285714285716;3.5714285714285716;376831,502441,565247,669921,1004883,1190971,1339843,1507325,1587961,1786457,1882027,2009765,2117281,2381943;565247
481c0acca2a9;14;1;270271;270271;4.214285714285714;4.214285714285714;270271,360361,480481,640641,960963,1199847,1281283,1441445,1708377,1799771,1921925,2024743,2277835,2399695;270271
ed0d54327b23;13;20;222134561;13696543;31.923076923076923;12.923076923076923;1126015,1501353,1689023,2252031,2533535,3002707,3378047,3558763,3800303,4003609,4504061,4745017,4809759;222134561,187426037,166600921,148089707,124950691,98726471,69338753,65817647,52004065,46225835,43878431,39535181,39003049,30817223,29252287,26356787,20544815,17571191,14825693,13696543
c0757c1d05f8;13;4;6157133;1824335;8.846153846153847;5.846153846153846;540543,810815,854191,1138921,1216223,1281287,1518561,1708383,1824335,1896063,1921931,2162173,2277843;6157133,4104755,2736503,1824335
b29bc6b42f8a;13;1;1755881;1755881;4.538461538461538;4.538461538461538;780391,822139,924907,1040521,1096185,1170587,1233209,1387361,1644279,1755881,1849815,2081043,2192371;1755881
4436179f23ed;13;1;487039;487039;4.923076923076923;4.923076923076923;288615,432923,487039,649385,1026187,1154461,1368249,1441447,1539281,1731693,1921929,2052375,2162171;487039
68de507d8290;13;1;64405;64405;105.76923076923077;105.76923076923077;1441407,2162111,2882815,3037039,3243167,3423871,3843753,4049385,4324223,4555559,4565161,4799271,4864751;64405
17f435640d64;12;56;46548912269;11717;85.91666666666667;29.916666666666668;1212415,1616553,1818623,2424831,2727935,3233107,3637247,4091903,4310809,4310811,4849661,4849663;46548912269,41376810905,31032608179,27584540603,18389693735,17455842101,12259795823,8173197215,5448798143,3632532095,1636485197,613681949,345196097,258897073,230130731,194172805,110712365,92156237,73808243,61437491,49205495,43738217,41517137,40958327,36407401,34558589,32803663,31137853,29158811,27305551
3e7039e23795;12;5;73048229;14429279;12.5;8.5;1126015,1501353,1689023,2252031,2533535,3002707,3378047,3558763,3800303,4003609,4504061,4745017;73048229,48698819,32465879,21643919,14429279
0cbafd72aad9;12;1;1216223;1216223;5.333333333333333;5.333333333333333;540543,810815,854191,1138921,1216223,1281287,1518561,1708383,1896063,1921931,2162173,2277843;1216223
e8dc6b7c55b7;12;1;1170587;1170587;3.9166666666666665;3.9166666666666665;780391,822139,924907,1040521,1096185,1170587,1233209,1387361,1644279,1849815,2081043,2192371;1170587
f8ae725b8322;12;1;649385;649385;4.333333333333333;4.333333333333333;288615,432923,649385,1026187,1154461,1368249,1441447,1539281,1731693,1921929,2052375,2162171;649385
ec09d53fbb3f;11;104;50543191457;50887;112.63636363636364;9.636363636363637;1441407,2162111,2882815,3037039,3243167,3843753,4049385,4324223,4555559,4799271,4864751;50543191457,42645817793,37907393593,33695460971,31984363345,30360157397,28430545195,23988272509,22463640647,20240104931,18698587013,16620966233,14975760431,13493403287,13311787049,12465724675,11080644155,9983840287,8995602191,8874524699,7387096103,5916349799,4924730735,3944233199,3505985065,3283153823,2918358953,2629488799,2188769215,1945572635
1584c6d15a14;11;4;40823909;7654483;17.545454545454547;14.545454545454545;1988859,2237467,2517151,2943135,2983289,3356201,3775727,3977719,4414703,4474935,4778655;40823909,27215939,11481725,7654483
d5c3f556f05c;11;1;376831;376831;3.272727272727273;3.272727272727273;376831,502441,669921,1190971,1339843,1587961,1786457,1882027,2009765,2117281,2381943;376831
1ccc36f15a4e;11;1;360361;360361;4.090909090909091;4.090909090909091;360361,480481,640641,1199847,1281283,1708377,1799771,1921925,2024743,2277835,2399695;360361
c4d25d8e282f;10;60;9533450789;2654165;73.8;14.8;1357855,1450015,1469799,1810473,1933353,2036783,2175023,2204699,2480287,2715711;9533450789,6786997685,6355633859,5290387901,5021735393,4524665123,4463764793,4237089239,4021924553,3766301545,3526925267,3347823595,3135044681,3016443415,2975843195,2824726159,2681283035,2351283511,2090029787,1983895463,1787522023,1393353191,1238536169,1073724245,978596477,928902127,825690779,715816163,652397651,636281033
9f7e909764e7;10;14;9686752253;167983103;28.7;15.7;1212415,1616553,1818623,2424831,2727935,3233107,3637247,4091903,4310809,4849661;9686752253,6457834835,4305223223,2870148815,1913432543,1275621695,850414463,566942975,447954941,398182169,377961983,298636627,251974655,167983103
ddeee0da475c;10;12;411335333;4755455;14.9;3.9;1409023,1878697,2113535,2226603,2504929,3170303,3339905,3757395,4453207,4755455;411335333,274223555,182815703,121877135,81251423,54167615,36111743,24074495,16049663,10699775,7133183,4755455
a8124b6eb4e6;10;10;72575837;3775727;14.4;5.4;1988859,2237467,2517151,2943135,2983289,3356201,3775727,3977719,4414703,4474935;72575837,48383891,32255927,21503951,14335967,12743081,9557311,8495387,5663591,3775727
010502b2e289;10;5;12826025;3800303;7.7;3.7;1126015,1501353,1689023,2533535,3002707,3558763,3800303,4003609,4504061,4745017;12826025,9619519,8550683,5700455,3800303
edc6354ea73f;10;1;810815;810815;3.8;3.8;540543,810815,854191,1138921,1281287,1518561,1708383,1921931,2162173,2277843;810815
827a8d9625ba;10;1;780391;780391;3.5;3.5;780391,822139,924907,1040521,1096185,1233209,1387361,1644279,1849815,2192371;780391
00ce7f75898e;10;1;637949;637949;2.7;2.7;378043,425299,504057,567065,637949,756087,1008115,1134131,1344153,1512173;637949
ca343735d0bd;10;1;432923;432923;4.1;4.1;288615,432923,1026187,1154461,1368249,1441447,1539281,1921929,2052375,2162171;432923
0e0d9036e538;9;91;38828142341;16717;97.77777777777777;7.777777777777778;2022639,2559903,3033959,3595803,3644863,3839855,4045279,4550939,4859817;38828142341,25885428227,17256952151,12622981517,11504634767,8415321011,7669756511,7379603441,7280276689,6649142525,5610214007,5534702581,5460207517,5182931357,5113171007,4919735627,4733618069,4432761683,3740142671,3455287571,3408780671,3279823751,3071366729,2955174455,2915398889,2626821737,2493428447,2303525047,2272520447,2186549167
1ffd8c65a566;9;75;15445365281;12455;96.66666666666667;21.666666666666668;1835007,2174823,2752511,3054895,3262235,3670015,4073193,4128767,4349647;15445365281,13032026957,11584023961,10296910187,8688017971,7828045253,6864606791,5218696835,4887010109,4576404527,4123414781,3479131223,3050936351,2748943187,2319420815,2033957567,1832628791,1546280543,1487783537,1467758485,1115837653,991855691,661237127,440824751,293883167,261229481,195922111,174152987,116101991,103201769
4b6ec2f1fc99;9;63;827370449;11531;73.77777777777777;10.777777777777779;113383,134379,151177,161439,170075,191335,201569,226767,242159;827370449,620527837,551580299,441762497,367720199,349046909,331321873,294508331,290544353,248491405,245146799,232697939,217908265,196338887,193696235,163431199,153043937,130892591,129130823,114782953,102029291,93184277,86087215,68019527,60461801,45346351,40307867,26871911,17914607,11943071
6155f10cc68e;9;52;25074208145;12287;63.111111111111114;11.11111111111111;1469439,2204159,2938879,3306239,3483115,3918505,4408319,4644153,4959359;25074208145,22288185017,18805656109,16716138763,14858790011,9905860007,7052121041,6603906671,5289090781,4402604447,2975113565,2935069631,2319067361,2061393209,1983409043,1956713087,1739300521,1673501381,1546044907,1374262139,1304475391,1221566345,1115667587,916174759,814377563,542918375,361945583,313781509,241297055,160864703
f458bcc26f1e;9;13;107837;16195;90.0;78.0;2479519,2612167,3224667,3306025,3482889,3627751,3719279,3918251,4837001;107837,90989,71891,60659,57581,47927,40439,38387,34121,25591,24293,21593,16195
11dc9af79150;9;1;3170303;3170303;3.3333333333333335;3.3333333333333335;1409023,1878697,2113535,2226603,2504929,3170303,3339905,3757395,4453207;3170303
4022fc4cc169;9;1;2533535;2533535;3.111111111111111;3.111111111111111;1126015,1501353,1689023,2533535,3002707,3558763,4003609,4504061,4745017;2533535
