start;log_step;log_value;h_step;h_value;loss;initial_dmax;initial_dmax_step;initial_cmax;initial_cmax_step;initial_pmax;initial_pmax_step;initial_pavg;initial_longest_run_1;dmax_at_log_step;dmax_step_at_log_step;dmax_delta_at_log_step;cmax_at_log_step;cmax_step_at_log_step;cmax_delta_at_log_step;pmax_at_log_step;pmax_step_at_log_step;pmax_delta_at_log_step;pavg_at_log_step;longest_run_1_future_at_log_step;max_single_v2_at_log_step;max_single_v2_step_at_log_step;log_delta_at_log_step;h_delta_at_log_step;local_debt_at_log_step;max_value;max_value_step;max_ratio;avg_v2_until_h;ratio_1_until_h;max_run_1_until_h;count_1_until_h;count_2_until_h;count_3_until_h;count_4_plus_until_h;prefix_120_v2;classification
1981743;20;1608841;40;326527;20;3.4736875252404644;35;2.601499971153757;40;1.0;1;0.625;6;5.777450049038606;68;2.3037625237981416;2.3007499855768785;20;-0.3007499855768785;0.75;8;-0.25;0.65;6;6;20;-0.20846271651228854;0.3706132897184986;-0.3007499855768785;22015709;35;11.109265429472943;1.65;0.575;4;23;12;3;2;1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,4,2,1,1,2,1,1,1,1,3,1,1,1,2,1,1,3,1,3,1,6;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
1583007;13;1203455;32;651335;19;5.797000057692486;80;1.2811999769230056;32;1.0;1;0.675;7;6.777450049038606;68;0.98044999134612;0.8857124862980328;19;-0.3954874906249728;1.0;1;0.0;0.675;7;6;77;-0.27412961627382515;0.012261006021837773;-0.3954874906249728;39036005;25;24.659401379779116;1.625;0.65625;7;21;4;5;2;1,1,1,1,2,1,3,2,2,1,2,1,3,1,1,1,1,1,1,1,3,1,1,1,1,4,1,3,1,1,4,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_DENSITA_V2_1+ALTA_PRESSIONE_PMAX
3058923;3;2580967;22;1396873;19;6.797000057692486;80;1.5458624834134085;23;1.0;1;0.6375;5;8.212037556971325;79;1.4150374992788386;1.3007499855768785;20;-0.24511249783653;1.0;1;0.0;0.65;5;5;50;-0.16989875831446355;0.23366511641870957;-0.24511249783653177;23545637;17;7.697361783869682;1.6363636363636365;0.5909090909090909;2;13;6;1;2;1,2,2,1,1,2,1,1,3,1,1,2,1,1,2,1,1,4,1,1,4,2;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
3523099;8;2821663;23;1206631;15;2.643612526682773;37;3.4315749697114484;42;1.0;1;0.6375;6;3.797000057692486;80;1.153387531009713;3.111274975480697;34;-0.3202999942307514;1.0;1;0.0;0.65;6;6;34;-0.2220145725667706;0.11054293594287046;-0.3202999942307514;20065157;6;5.695314551194843;1.6521739130434783;0.5217391304347826;4;12;9;0;2;1,2,1,1,1,1,4,2,1,1,1,1,2,2,2,1,2,2,1,2,1,4,2;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
3963487;5;3762217;20;1608841;15;2.4736875252404644;35;3.601499971153757;40;1.0;1;0.6375;6;3.2120375569713246;79;0.7383500317308602;3.5263124747595356;35;-0.0751874963942214;0.8;5;-0.19999999999999996;0.6375;6;6;35;-0.05211578206104939;0.09687785171541918;-0.07518749639421962;20065157;4;5.062501024981286;1.65;0.55;4;11;7;0;2;1,1,1,1,4,2,1,1,1,1,2,2,2,1,2,2,1,2,1,4;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
2134427;8;1709471;20;1732795;12;6.797000057692486;80;2.62104997980763;28;1.0;1;0.675;8;8.287225053365546;74;1.49022499567306;2.3007499855768785;20;-0.3202999942307514;1.0;1;0.0;0.6625;8;7;79;-0.22201426065543473;0.20485773795994433;-0.3202999942307514;36966293;19;17.31907111369937;1.6;0.7;4;14;3;2;1;1,2,1,1,1,3,1,3,1,1,1,1,2,1,2,1,1,1,1,6;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_DENSITA_V2_1+ALTA_PRESSIONE_PMAX
2529691;11;1709471;23;1732795;12;5.607525047596297;66;2.86616247764416;31;1.0;1;0.6625;8;8.287225053365546;74;2.6797000057692486;2.3007499855768785;20;-0.5654124920672814;1.0;1;0.0;0.6625;8;7;79;-0.3919131949643049;0.3753651814131018;-0.5654124920672814;36966293;22;14.612967749816084;1.608695652173913;0.6956521739130435;4;16;3;3;1;1,2,1,1,1,3,1,1,3,1,3,1,1,1,1,2,1,2,1,1,1,1,6;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_DENSITA_V2_1+ALTA_PRESSIONE_PMAX
2845903;9;1709471;21;1732795;12;5.797000057692486;80;3.0360874790864756;29;1.0;1;0.675;8;8.287225053365546;74;2.49022499567306;2.3007499855768785;20;-0.7353374935095971;1.0;1;0.0;0.6625;8;7;79;-0.5096964502346637;0.2096266733590788;-0.7353374935095953;36966293;20;12.989301813870677;1.619047619047619;0.7142857142857143;4;15;2;3;1;1,1,1,3,1,1,3,1,3,1,1,1,1,2,1,2,1,1,1,1,6;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_DENSITA_V2_1+ALTA_PRESSIONE_PMAX
3012715;3;2541979;13;1145183;10;4.813537528125089;39;2.4706749870191906;18;1.0;1;0.7;7;6.212037556971325;79;1.398500028846236;2.225562489182657;15;-0.24511249783653355;1.0;1;0.0;0.7125;9;5;10;-0.16989875404321886;0.22903462896882587;-0.24511249783653177;12215285;12;4.054577017739812;1.6923076923076923;0.6153846153846154;3;8;3;1;1;1,2,2,1,2,1,1,1,3,1,1,1,5;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
3199593;1;2399695;10;360361;9;8.797000057692486;80;3.5654124920672814;11;0.75;4;0.6625;7;9.797000057692486;80;1.0;3.1503749927884392;10;-0.41503749927884215;1.0;1;0.25;0.675;7;4;9;-0.287681968271869;0.07976915670649731;-0.4150374992788439;8098973;4;2.531251005987324;1.9;0.5;3;5;2;2;1;2,1,1,1,3,1,2,1,3,4;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4128863;5;3919195;14;1177087;9;5.212037556971325;79;4.091724966826817;46;1.0;1;0.7;8;6.212037556971325;79;1.0;4.016537470432596;41;-0.0751874963942214;1.0;1;0.0;0.6875;8;6;33;-0.052115790835919995;0.23013983405590466;-0.07518749639421962;20902373;4;5.062500983927052;1.7142857142857142;0.5714285714285714;4;8;3;2;1;1,1,1,1,4,1,2,1,1,2,3,1,3,2;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4644971;3;3919195;12;1177087;9;5.042112555529016;77;4.261649968269126;44;1.0;1;0.675;8;6.212037556971325;79;1.1699250014423086;4.016537470432596;41;-0.24511249783653;1.0;1;0.0;0.6875;8;6;33;-0.1698988534031276;0.16503352193581478;-0.24511249783653177;9920465;7;2.135743151033666;1.75;0.4166666666666667;2;5;5;2;0;1,2,2,1,2,1,1,2,3,1,3,2;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4799401;1;3599551;10;1081085;9;8.797000057692486;80;3.5654124920672814;11;0.8333333333333334;6;0.675;7;9.797000057692486;80;1.0;3.1503749927884392;10;-0.41503749927884215;1.0;1;0.16666666666666663;0.6875;7;5;9;-0.28768200299867175;0.05476912197969597;-0.4150374992788439;27334097;6;5.695314269426539;1.8;0.6;5;6;2;1;1;2,1,1,1,1,1,2,3,1,5;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
1316091;8;1054063;14;750403;6;2.797000057692486;80;4.86616247764416;31;1.0;1;0.6125;7;3.702262552644399;73;0.9052624949519128;4.5458624834134085;23;-0.3202999942307514;1.0;1;0.0;0.6125;7;6;74;-0.22201375881972574;0.04106873959373125;-0.3202999942307514;5621669;7;4.271489585446599;1.6428571428571428;0.6428571428571429;3;9;3;0;2;1,2,1,2,1,1,1,4,1,1,1,2,1,4;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
3201641;1;2401231;7;1709471;6;6.797000057692486;80;3.206012480528784;27;0.75;4;0.675;8;7.797000057692486;80;1.0;2.7909749812499456;26;-0.4150374992788386;1.0;1;0.25;0.6875;8;6;18;-0.2876819683385108;0.0797691566398484;-0.4150374992788439;8104157;4;2.531251005343822;1.7142857142857142;0.5714285714285714;3;4;1;2;0;2,1,1,1,3,1,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4016943;6;2859719;11;678625;5;4.398500028846243;40;3.395487490624973;13;1.0;1;0.65;6;6.042112555529016;77;1.643612526682773;2.9052624949519075;7;-0.4902249956730653;1.0;1;0.0;0.65;9;6;79;-0.33979779732617743;0.1351204600151945;-0.49022499567306355;13557185;3;3.375000591245631;1.8181818181818181;0.45454545454545453;3;5;4;1;1;1,1,1,2,2,3,1,1,2,2,4;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4268855;3;3601847;8;1709471;5;5.797000057692486;80;3.62104997980763;28;1.0;1;0.675;8;7.212037556971325;79;1.4150374992788386;3.3759374819711;25;-0.24511249783653;1.0;1;0.0;0.675;8;6;17;-0.16989887194940323;0.2336650027837699;-0.24511249783653177;9604925;2;2.2500002928185663;1.75;0.625;2;5;0;3;0;1,1,3,1,1,3,1,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
3509577;1;2632183;5;1665679;4;0.9278250418270488;58;6.281199976923006;32;0.6666666666666666;3;0.6;7;1.797000057692486;80;0.8691750158654372;5.86616247764416;31;-0.4150374992788457;1.0;1;0.33333333333333337;0.6125;7;4;8;-0.2876819774735768;0.06813815194711204;-0.4150374992788439;5922413;3;1.6875005164440045;1.8;0.4;2;2;2;1;0;2,1,1,3,2;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4239983;10;3820295;14;2417531;4;5.797000057692486;80;0.8857124862980328;19;1.0;1;0.6375;6;6.702262552644399;73;0.9052624949519128;0.7353374935095953;9;-0.15037499278843747;1.0;1;0.0;0.6375;6;6;74;-0.10423161503419998;0.15375313333598584;-0.15037499278843924;16098689;5;3.7968758365304764;1.6428571428571428;0.5;3;7;5;2;0;1,1,1,2,1,2,2,2,1,3,1,1,2,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
3947391;25;3041879;28;1283293;3;4.114287513701967;19;5.827062460336421;55;1.0;1;0.6625;9;6.02256254687515;65;1.908275033173183;5.451124978365314;30;-0.375937481971107;1.0;1;0.0;0.6875;9;4;3;-0.2605794377703692;0.28501569597725407;-0.3759374819710999;68365073;19;17.31905276168487;1.6428571428571428;0.6428571428571429;6;18;4;4;2;1,1,1,1,1,1,3,1,1,2,1,4,1,1,1,1,1,2,1,2,3,3,1,2,3,1,1,4;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4440815;23;3041879;26;1283293;3;3.9443625122596515;17;5.99698746177873;53;1.0;1;0.6625;9;6.02256254687515;65;2.0782000346154987;5.451124978365314;30;-0.5458624834134156;1.0;1;0.0;0.6875;9;4;3;-0.3783625015747383;0.2199093826200027;-0.5458624834134085;68365073;17;15.394713132611919;1.6538461538461537;0.6153846153846154;5;16;5;3;2;1,1,1,2,1,1,1,2,1,4,1,1,1,1,1,2,1,2,3,3,1,2,3,1,1,4;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4679479;3;3948311;6;832847;3;1.1699250014423122;2;6.696237476201851;33;1.0;1;0.6125;7;1.797000057692486;80;0.6270750562501739;6.451124978365314;30;-0.2451124978365371;1.0;1;0.0;0.625;7;8;26;-0.1698988864146287;0.013035504270515474;-0.24511249783653177;10528829;2;2.2500002671237547;2.0;0.6666666666666666;2;4;0;1;1;1,1,3,1,1,5;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_DENSITA_V2_1+ALTA_PRESSIONE_PMAX
4899807;10;4414807;13;1862497;3;7.287225053365546;74;2.225562489182657;15;1.0;1;0.65;5;7.702262552644399;73;0.4150374992788528;2.0751874963942196;5;-0.15037499278843747;1.0;1;0.0;0.625;5;5;35;-0.10423169809463495;0.016490051487100033;-0.15037499278843924;24805277;4;5.062500829114289;1.6923076923076923;0.6923076923076923;4;9;1;1;2;1,1,1,1,3,1,2,1,1,4,1,1,4;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_DENSITA_V2_1+ALTA_PRESSIONE_PMAX
25;1;19;3;11;2;0.16992500144231215;2;4.9052624949519075;7;0.5;2;0.2857142857142857;1;0.5849625007211561;1;0.4150374992788439;4.4902249956730635;6;-0.4150374992788439;1.0;1;0.5;0.3333333333333333;1;4;6;-0.2744368457017603;0.0042247790746814395;-0.4150374992788439;29;2;1.16;2.0;0.3333333333333333;1;1;1;1;0;2,1,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
2052377;1;1539283;3;865847;2;10.797000057692486;80;1.4902249956730635;6;0.7894736842105263;19;0.675;7;11.797000057692486;80;1.0;1.0751874963942196;5;-0.4150374992788439;1.0;1;0.21052631578947367;0.6875;7;5;67;-0.2876819100384882;0.06792710967671667;-0.4150374992788439;2308925;2;1.1250004263349278;2.0;0.3333333333333333;1;1;1;1;0;2,1,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
3869111;3;3264563;5;1836317;2;2.797000057692486;80;5.99698746177873;53;1.0;1;0.6;8;3.6270750562501775;78;0.8300749985576914;5.7518749639422;50;-0.24511249783653;1.0;1;0.0;0.5875;8;7;79;-0.16989885491805268;0.06987551961319838;-0.24511249783653177;8705501;2;2.250000323071631;1.8;0.6;2;3;0;2;0;1,1,3,1,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
3919195;6;2790131;8;1569449;2;6.212037556971325;79;4.016537470432596;41;1.0;1;0.6875;8;8.212037556971325;79;2.0;3.5263124747595356;35;-0.49022499567306;1.0;1;0.0;0.7;8;6;27;-0.33979772743483316;0.23490902243536027;-0.49022499567306355;9920465;4;2.5312506777539774;1.75;0.5;2;4;2;2;0;1,2,1,1,2,3,1,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4409095;4;2790131;6;1569449;2;6.042112555529016;77;4.186462471874911;39;1.0;1;0.6875;8;8.212037556971325;79;2.1699250014423086;3.5263124747595356;35;-0.6601499971153757;1.0;1;0.0;0.7;8;6;27;-0.4575809048436721;0.1698025954736373;-0.6601499971153757;9920465;2;2.2500002835048916;1.8333333333333333;0.5;2;3;1;2;0;1,1,2,3,1,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4893465;1;3670099;3;2064431;2;3.8135375281250887;39;4.336837464663347;49;0.6794871794871795;78;0.675;8;4.797000057692486;80;0.9834625295673973;3.9217999653845084;48;-0.4150374992788386;1.0;1;0.3205128205128205;0.6875;8;6;40;-0.2876820043337247;0.09629247507735528;-0.4150374992788439;5505149;2;1.1250001788099027;2.0;0.3333333333333333;1;1;1;1;0;2,1,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
658049;1;493537;2;370153;1;3.797000057692486;80;3.86616247764416;31;0.6491228070175439;57;0.6;7;4.797000057692486;80;1.0;3.451124978365314;30;-0.4150374992788457;0.6607142857142857;56;0.01159147869674182;0.6125;7;8;26;-0.28768156590401794;0.008247002683370752;-0.4150374992788439;658049;0;1.0;2.0;0.0;0;0;2;0;0;2,2;FALSO_ALLARME+DMAX_CRESCE+CMAX_SCENDE
1441447;8;1154461;9;432923;1;11.117300051923237;72;1.7353374935095953;9;1.0;1;0.6625;7;12.797000057692486;80;1.6797000057692486;1.415037499278844;1;-0.3202999942307514;0.8235294117647058;17;-0.17647058823529416;0.6875;7;5;66;-0.22201390177974467;0.2049699231919746;-0.3202999942307514;4104749;6;2.8476586374663793;1.7777777777777777;0.4444444444444444;2;4;3;2;0;1,1,2,1,2,1,3,2,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
1539281;1;1154461;2;432923;1;11.797000057692486;80;1.8300749985576878;2;0.7777777777777778;18;0.675;7;12.797000057692486;80;1.0;1.415037499278844;1;-0.4150374992788439;0.8235294117647058;17;0.04575163398692805;0.6875;7;5;66;-0.2876818559004839;0.018494759273956163;-0.4150374992788439;1539281;0;1.0;2.5;0.0;0;0;1;1;0;2,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
1754395;30;1283293;31;481235;1;5.284212515144276;21;4.657137458894098;57;1.0;1;0.6625;9;7.26767504471168;62;1.9834625295674044;4.206012480528784;27;-0.4511249783653142;0.7142857142857143;21;-0.2857142857142857;0.675;9;6;78;-0.3126946375740136;0.17049433434153372;-0.4511249783653142;68365073;21;38.967890925361736;1.6451612903225807;0.6129032258064516;5;19;6;4;2;1,2,1,1,1,1,1,2,1,1,1,2,1,4,1,1,1,1,1,2,1,2,3,3,1,2,3,1,1,4,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE
1973695;28;1283293;29;481235;1;5.114287513701967;19;4.827062460336421;55;1.0;1;0.6625;9;7.26767504471168;62;2.153387531009713;4.206012480528784;27;-0.621049979807637;0.7142857142857143;21;-0.2857142857142857;0.675;9;6;78;-0.4304779898953832;0.10538773246728184;-0.6210499798076299;68365073;19;34.6381142983085;1.6551724137931034;0.6206896551724138;5;18;5;4;2;1,1,1,1,1,2,1,1,1,2,1,4,1,1,1,1,1,2,1,2,3,3,1,2,3,1,1,4,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE
2736503;3;2308925;4;865847;1;10.212037556971325;79;1.9052624949519075;7;1.0;1;0.675;7;11.797000057692486;80;1.5849625007211614;1.6601499971153757;4;-0.24511249783653177;0.8235294117647058;17;-0.17647058823529416;0.6875;7;5;66;-0.16989877964106093;0.2283029190253707;-0.24511249783653177;6157133;2;2.250000456787367;2.0;0.5;2;2;0;2;0;1,1,3,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
2814235;10;2535673;11;1901755;1;4.947375050480929;70;2.111274975480697;34;1.0;1;0.6625;7;5.702262552644399;73;0.75488750216347;1.9608999826922542;24;-0.1503749927884428;0.7647058823529411;17;-0.23529411764705888;0.675;7;5;61;-0.1042313811782698;0.04106013391703911;-0.15037499278843924;24041933;7;8.542972779458717;1.6363636363636365;0.5454545454545454;5;6;3;2;0;1,2,1,1,1,1,1,3,3,2,2;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4010209;1;3007657;2;2255743;1;10.797000057692486;80;0.8300749985576878;2;0.75;8;0.675;7;11.797000057692486;80;1.0;0.4150374992788439;1;-0.4150374992788439;0.8571428571428571;7;0.1071428571428571;0.6875;7;4;34;-0.2876819893305971;0.03691199279062474;-0.4150374992788439;4010209;0;1.0;2.0;0.0;0;0;2;0;0;2,2;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4104753;1;3078565;2;577231;1;9.797000057692486;80;2.830074998557688;2;0.7894736842105263;19;0.675;7;10.797000057692486;80;1.0;2.415037499278844;1;-0.4150374992788439;0.8333333333333334;18;0.04385964912280704;0.6875;7;5;67;-0.28768199124511185;0.01792702847009764;-0.4150374992788439;4104753;0;1.0;3.0;0.0;0;0;1;0;1;2,4;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4115583;15;3519901;16;1319963;1;4.398500028846243;40;1.6405999884615028;16;1.0;1;0.65;7;5.702262552644399;73;1.3037625237981558;1.415037499278844;1;-0.22556248918265887;0.7894736842105263;19;-0.21052631578947367;0.625;7;4;14;-0.1563476366715566;0.152314849930562;-0.2255624891826571;59331329;10;14.416263503858383;1.6875;0.5;6;8;6;1;1;1,1,1,1,1,1,2,2,1,1,2,2,2,4,2,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4458923;3;3762217;4;2821663;1;2.3037625237981487;33;3.7714249725960656;38;1.0;1;0.625;6;3.2120375569713246;79;0.9082750331731759;3.5263124747595356;35;-0.24511249783653;0.8;5;-0.19999999999999996;0.6375;6;6;35;-0.16989884575110814;0.03177153847247638;-0.24511249783653177;6688385;1;1.5000001121347015;1.75;0.25;1;1;3;0;0;1,2,2,2;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4519073;1;3389305;2;2541979;1;4.797000057692486;80;3.0556374877403485;17;0.72;25;0.7;8;5.797000057692486;80;1.0;2.640599988461503;16;-0.4150374992788457;0.75;24;0.030000000000000027;0.7125;9;5;11;-0.28768199869034383;0.013769126288021738;-0.4150374992788439;4519073;0;1.0;2.0;0.0;0;0;2;0;0;2,2;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4588385;1;3441289;2;2580967;1;6.797000057692486;80;2.130824984134563;22;0.6375;80;0.6375;5;7.797000057692486;80;1.0;1.7157874848557242;21;-0.4150374992788386;0.6666666666666666;3;0.029166666666666674;0.65;5;5;51;-0.2876819998045814;0.013519125173782953;-0.4150374992788439;4588385;0;1.0;2.0;0.0;0;0;2;0;0;2,2;FALSO_ALLARME+DMAX_CRESCE+CMAX_SCENDE
4679467;3;3948301;4;1480613;1;0.5849625007211561;1;6.696237476201851;33;1.0;1;0.5875;7;1.797000057692486;80;1.21203755697133;6.451124978365314;30;-0.2451124978365371;0.6607142857142857;56;-0.3392857142857143;0.6125;7;8;26;-0.16989885475505417;0.07503932184629925;-0.24511249783653177;7019201;1;1.500000106849776;2.0;0.25;1;1;2;1;0;1,2,2,3;FALSO_ALLARME+DMAX_CRESCE+CMAX_SCENDE
4685103;22;4278949;23;802303;1;4.212037556971325;79;2.846612468990287;43;1.0;1;0.65;8;4.947375050480929;70;0.7353374935096042;2.715787484855724;21;-0.13082498413456278;0.8888888888888888;9;-0.11111111111111116;0.6625;8;6;79;-0.09068048181635113;0.08580543255704143;-0.13082498413456278;85482449;14;18.24558584944664;1.6956521739130435;0.5652173913043478;5;13;6;2;2;1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,3,1,3,1,1,2,4,4;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
4752839;5;4511485;6;1691807;1;10.532337551202076;71;1.4902249956730635;6;1.0;1;0.65;7;11.212037556971325;79;0.6797000057692486;1.415037499278844;1;-0.07518749639421962;0.8;5;-0.19999999999999996;0.675;7;4;33;-0.05211575610464436;0.08045587040256663;-0.07518749639421962;10693889;2;2.2500002630007034;1.8333333333333333;0.3333333333333333;2;2;3;1;0;1,1,2,2,2,3;VERO_RIBELLE+DMAX_CRESCE+CMAX_SCENDE+ALTA_PRESSIONE_PMAX
