T;src;dst;count;weight_sum;source_count;normalized_weight
12;v2=0|odd=3|h=0;v2=2|odd=3|h=1;5;1.1875;1024;0.00115966796875
12;v2=0|odd=3|h=1;v2=2|odd=3|h=2;5;1.1875;1024;0.00115966796875
12;v2=0|odd=3|h=2;v2=2|odd=3|h=3;5;1.1875;1024;0.00115966796875
12;v2=0|odd=3|h=3;v2=2|odd=3|h=0;5;1.1875;1024;0.00115966796875
12;v2=1|odd=3|h=0;v2=0|odd=1|h=1;5;1.5;512;0.0029296875
12;v2=1|odd=3|h=1;v2=0|odd=1|h=2;5;1.5;512;0.0029296875
12;v2=1|odd=3|h=2;v2=0|odd=1|h=3;5;1.5;512;0.0029296875
12;v2=1|odd=3|h=3;v2=0|odd=1|h=0;5;1.5;512;0.0029296875
12;v2=1|odd=3|h=0;v2=0|odd=3|h=1;4;1.75;512;0.00341796875
12;v2=1|odd=3|h=1;v2=0|odd=3|h=2;4;1.75;512;0.00341796875
12;v2=1|odd=3|h=2;v2=0|odd=3|h=3;4;1.75;512;0.00341796875
12;v2=1|odd=3|h=3;v2=0|odd=3|h=0;4;1.75;512;0.00341796875
12;v2=2|odd=3|h=0;v2=3|odd=3|h=1;4;1.75;256;0.0068359375
12;v2=2|odd=3|h=1;v2=3|odd=3|h=2;4;1.75;256;0.0068359375
12;v2=2|odd=3|h=2;v2=3|odd=3|h=3;4;1.75;256;0.0068359375
12;v2=2|odd=3|h=3;v2=3|odd=3|h=0;4;1.75;256;0.0068359375
12;v2=0|odd=1|h=0;v2=3|odd=3|h=1;4;1.25;1024;0.001220703125
12;v2=0|odd=1|h=1;v2=3|odd=3|h=2;4;1.25;1024;0.001220703125
12;v2=0|odd=1|h=2;v2=3|odd=3|h=3;4;1.25;1024;0.001220703125
12;v2=0|odd=1|h=3;v2=3|odd=3|h=0;4;1.25;1024;0.001220703125
12;v2=2|odd=3|h=0;v2=3|odd=1|h=1;4;1.25;256;0.0048828125
12;v2=2|odd=3|h=1;v2=3|odd=1|h=2;4;1.25;256;0.0048828125
12;v2=2|odd=3|h=2;v2=3|odd=1|h=3;4;1.25;256;0.0048828125
12;v2=2|odd=3|h=3;v2=3|odd=1|h=0;4;1.25;256;0.0048828125
12;v2=3|odd=1|h=0;v2=0|odd=3|h=1;4;0.640625;128;0.0050048828125
12;v2=3|odd=1|h=1;v2=0|odd=3|h=2;4;0.640625;128;0.0050048828125
12;v2=3|odd=1|h=2;v2=0|odd=3|h=3;4;0.640625;128;0.0050048828125
12;v2=3|odd=1|h=3;v2=0|odd=3|h=0;4;0.640625;128;0.0050048828125
14;v2=2|odd=3|h=0;v2=0|odd=1|h=1;142;54.0;1024;0.052734375
14;v2=2|odd=3|h=1;v2=0|odd=1|h=2;142;54.0;1024;0.052734375
14;v2=2|odd=3|h=2;v2=0|odd=1|h=3;142;54.0;1024;0.052734375
14;v2=2|odd=3|h=3;v2=0|odd=1|h=0;142;54.0;1024;0.052734375
14;v2=2|odd=3|h=0;v2=0|odd=3|h=1;140;53.125;1024;0.0518798828125
14;v2=2|odd=3|h=1;v2=0|odd=3|h=2;140;53.125;1024;0.0518798828125
14;v2=2|odd=3|h=2;v2=0|odd=3|h=3;140;53.125;1024;0.0518798828125
14;v2=2|odd=3|h=3;v2=0|odd=3|h=0;140;53.125;1024;0.0518798828125
14;v2=0|odd=3|h=0;v2=0|odd=1|h=1;126;22.8203125;4096;0.0055713653564453125
14;v2=0|odd=3|h=1;v2=0|odd=1|h=2;126;22.8203125;4096;0.0055713653564453125
14;v2=0|odd=3|h=2;v2=0|odd=1|h=3;126;22.8203125;4096;0.0055713653564453125
14;v2=0|odd=3|h=3;v2=0|odd=1|h=0;126;22.8203125;4096;0.0055713653564453125
14;v2=0|odd=3|h=0;v2=0|odd=3|h=1;114;19.0703125;4096;0.0046558380126953125
14;v2=0|odd=3|h=1;v2=0|odd=3|h=2;114;19.0703125;4096;0.0046558380126953125
14;v2=0|odd=3|h=2;v2=0|odd=3|h=3;114;19.0703125;4096;0.0046558380126953125
14;v2=0|odd=3|h=3;v2=0|odd=3|h=0;114;19.0703125;4096;0.0046558380126953125
14;v2=0|odd=1|h=0;v2=0|odd=1|h=1;107;28.25;4096;0.00689697265625
14;v2=0|odd=1|h=1;v2=0|odd=1|h=2;107;28.25;4096;0.00689697265625
14;v2=0|odd=1|h=2;v2=0|odd=1|h=3;107;28.25;4096;0.00689697265625
14;v2=0|odd=1|h=3;v2=0|odd=1|h=0;107;28.25;4096;0.00689697265625
14;v2=0|odd=1|h=0;v2=0|odd=3|h=1;97;25.296875;4096;0.006175994873046875
14;v2=0|odd=1|h=1;v2=0|odd=3|h=2;97;25.296875;4096;0.006175994873046875
14;v2=0|odd=1|h=2;v2=0|odd=3|h=3;97;25.296875;4096;0.006175994873046875
14;v2=0|odd=1|h=3;v2=0|odd=3|h=0;97;25.296875;4096;0.006175994873046875
14;v2=2|odd=3|h=0;v2=1|odd=1|h=1;73;27.5;1024;0.02685546875
14;v2=2|odd=3|h=1;v2=1|odd=1|h=2;73;27.5;1024;0.02685546875
14;v2=2|odd=3|h=2;v2=1|odd=1|h=3;73;27.5;1024;0.02685546875
14;v2=2|odd=3|h=3;v2=1|odd=1|h=0;73;27.5;1024;0.02685546875
14;v2=2|odd=3|h=0;v2=1|odd=3|h=1;72;26.90625;1024;0.026275634765625
14;v2=2|odd=3|h=1;v2=1|odd=3|h=2;72;26.90625;1024;0.026275634765625
14;v2=2|odd=3|h=2;v2=1|odd=3|h=3;72;26.90625;1024;0.026275634765625
14;v2=2|odd=3|h=3;v2=1|odd=3|h=0;72;26.90625;1024;0.026275634765625
14;v2=0|odd=3|h=0;v2=1|odd=1|h=1;65;11.10546875;4096;0.0027112960815429688
14;v2=0|odd=3|h=1;v2=1|odd=1|h=2;65;11.10546875;4096;0.0027112960815429688
14;v2=0|odd=3|h=2;v2=1|odd=1|h=3;65;11.10546875;4096;0.0027112960815429688
14;v2=0|odd=3|h=3;v2=1|odd=1|h=0;65;11.10546875;4096;0.0027112960815429688
14;v2=0|odd=3|h=0;v2=1|odd=3|h=1;62;10.25390625;4096;0.0025033950805664062
14;v2=0|odd=3|h=1;v2=1|odd=3|h=2;62;10.25390625;4096;0.0025033950805664062
14;v2=0|odd=3|h=2;v2=1|odd=3|h=3;62;10.25390625;4096;0.0025033950805664062
14;v2=0|odd=3|h=3;v2=1|odd=3|h=0;62;10.25390625;4096;0.0025033950805664062
14;v2=0|odd=1|h=0;v2=1|odd=1|h=1;57;18.765625;4096;0.004581451416015625
14;v2=0|odd=1|h=1;v2=1|odd=1|h=2;57;18.765625;4096;0.004581451416015625
14;v2=0|odd=1|h=2;v2=1|odd=1|h=3;57;18.765625;4096;0.004581451416015625
14;v2=0|odd=1|h=3;v2=1|odd=1|h=0;57;18.765625;4096;0.004581451416015625
14;v2=0|odd=1|h=0;v2=1|odd=3|h=1;53;13.515625;4096;0.003299713134765625
14;v2=0|odd=1|h=1;v2=1|odd=3|h=2;53;13.515625;4096;0.003299713134765625
14;v2=0|odd=1|h=2;v2=1|odd=3|h=3;53;13.515625;4096;0.003299713134765625
14;v2=0|odd=1|h=3;v2=1|odd=3|h=0;53;13.515625;4096;0.003299713134765625
14;v2=2|odd=3|h=0;v2=2|odd=1|h=1;36;13.8125;1024;0.01348876953125
14;v2=2|odd=3|h=1;v2=2|odd=1|h=2;36;13.8125;1024;0.01348876953125
14;v2=2|odd=3|h=2;v2=2|odd=1|h=3;36;13.8125;1024;0.01348876953125
14;v2=2|odd=3|h=3;v2=2|odd=1|h=0;36;13.8125;1024;0.01348876953125
14;v2=2|odd=3|h=0;v2=2|odd=3|h=1;34;12.5;1024;0.01220703125
14;v2=2|odd=3|h=1;v2=2|odd=3|h=2;34;12.5;1024;0.01220703125
14;v2=2|odd=3|h=2;v2=2|odd=3|h=3;34;12.5;1024;0.01220703125
14;v2=2|odd=3|h=3;v2=2|odd=3|h=0;34;12.5;1024;0.01220703125
14;v2=0|odd=1|h=0;v2=2|odd=3|h=1;30;9.8125;4096;0.0023956298828125
14;v2=0|odd=1|h=1;v2=2|odd=3|h=2;30;9.8125;4096;0.0023956298828125
14;v2=0|odd=1|h=2;v2=2|odd=3|h=3;30;9.8125;4096;0.0023956298828125
14;v2=0|odd=1|h=3;v2=2|odd=3|h=0;30;9.8125;4096;0.0023956298828125
14;v2=0|odd=1|h=0;v2=2|odd=1|h=1;27;6.0;4096;0.00146484375
14;v2=0|odd=1|h=1;v2=2|odd=1|h=2;27;6.0;4096;0.00146484375
14;v2=0|odd=1|h=2;v2=2|odd=1|h=3;27;6.0;4096;0.00146484375
14;v2=0|odd=1|h=3;v2=2|odd=1|h=0;27;6.0;4096;0.00146484375
14;v2=0|odd=3|h=0;v2=2|odd=3|h=1;26;4.2734375;4096;0.0010433197021484375
14;v2=0|odd=3|h=1;v2=2|odd=3|h=2;26;4.2734375;4096;0.0010433197021484375
14;v2=0|odd=3|h=2;v2=2|odd=3|h=3;26;4.2734375;4096;0.0010433197021484375
14;v2=0|odd=3|h=3;v2=2|odd=3|h=0;26;4.2734375;4096;0.0010433197021484375
14;v2=0|odd=3|h=0;v2=2|odd=1|h=1;25;3.703125;4096;0.000904083251953125
14;v2=0|odd=3|h=1;v2=2|odd=1|h=2;25;3.703125;4096;0.000904083251953125
14;v2=0|odd=3|h=2;v2=2|odd=1|h=3;25;3.703125;4096;0.000904083251953125
14;v2=0|odd=3|h=3;v2=2|odd=1|h=0;25;3.703125;4096;0.000904083251953125
14;v2=1|odd=3|h=0;v2=0|odd=1|h=1;24;6.96875;2048;0.0034027099609375
14;v2=1|odd=3|h=1;v2=0|odd=1|h=2;24;6.96875;2048;0.0034027099609375
14;v2=1|odd=3|h=2;v2=0|odd=1|h=3;24;6.96875;2048;0.0034027099609375
14;v2=1|odd=3|h=3;v2=0|odd=1|h=0;24;6.96875;2048;0.0034027099609375
14;v2=1|odd=3|h=0;v2=0|odd=3|h=1;18;7.6875;2048;0.003753662109375
14;v2=1|odd=3|h=1;v2=0|odd=3|h=2;18;7.6875;2048;0.003753662109375
14;v2=1|odd=3|h=2;v2=0|odd=3|h=3;18;7.6875;2048;0.003753662109375
14;v2=1|odd=3|h=3;v2=0|odd=3|h=0;18;7.6875;2048;0.003753662109375
14;v2=2|odd=3|h=0;v2=3|odd=3|h=1;17;6.875;1024;0.0067138671875
14;v2=2|odd=3|h=1;v2=3|odd=3|h=2;17;6.875;1024;0.0067138671875
14;v2=2|odd=3|h=2;v2=3|odd=3|h=3;17;6.875;1024;0.0067138671875
14;v2=2|odd=3|h=3;v2=3|odd=3|h=0;17;6.875;1024;0.0067138671875
14;v2=2|odd=3|h=0;v2=3|odd=1|h=1;17;5.875;1024;0.0057373046875
14;v2=2|odd=3|h=1;v2=3|odd=1|h=2;17;5.875;1024;0.0057373046875
14;v2=2|odd=3|h=2;v2=3|odd=1|h=3;17;5.875;1024;0.0057373046875
14;v2=2|odd=3|h=3;v2=3|odd=1|h=0;17;5.875;1024;0.0057373046875
14;v2=0|odd=3|h=0;v2=3|odd=3|h=1;17;2.125;4096;0.000518798828125
14;v2=0|odd=3|h=1;v2=3|odd=3|h=2;17;2.125;4096;0.000518798828125
14;v2=0|odd=3|h=2;v2=3|odd=3|h=3;17;2.125;4096;0.000518798828125
14;v2=0|odd=3|h=3;v2=3|odd=3|h=0;17;2.125;4096;0.000518798828125
14;v2=0|odd=3|h=0;v2=3|odd=1|h=1;16;2.90625;4096;0.00070953369140625
14;v2=0|odd=3|h=1;v2=3|odd=1|h=2;16;2.90625;4096;0.00070953369140625
14;v2=0|odd=3|h=2;v2=3|odd=1|h=3;16;2.90625;4096;0.00070953369140625
14;v2=0|odd=3|h=3;v2=3|odd=1|h=0;16;2.90625;4096;0.00070953369140625
14;v2=0|odd=1|h=0;v2=3|odd=3|h=1;13;4.3125;4096;0.0010528564453125
14;v2=0|odd=1|h=1;v2=3|odd=3|h=2;13;4.3125;4096;0.0010528564453125
14;v2=0|odd=1|h=2;v2=3|odd=3|h=3;13;4.3125;4096;0.0010528564453125
14;v2=0|odd=1|h=3;v2=3|odd=3|h=0;13;4.3125;4096;0.0010528564453125
16;v2=2|odd=3|h=0;v2=0|odd=1|h=1;569;214.1875;4096;0.0522918701171875
16;v2=2|odd=3|h=1;v2=0|odd=1|h=2;569;214.1875;4096;0.0522918701171875
16;v2=2|odd=3|h=2;v2=0|odd=1|h=3;569;214.1875;4096;0.0522918701171875
16;v2=2|odd=3|h=3;v2=0|odd=1|h=0;569;214.1875;4096;0.0522918701171875
16;v2=2|odd=3|h=0;v2=0|odd=3|h=1;554;210.515625;4096;0.051395416259765625
16;v2=2|odd=3|h=1;v2=0|odd=3|h=2;554;210.515625;4096;0.051395416259765625
16;v2=2|odd=3|h=2;v2=0|odd=3|h=3;554;210.515625;4096;0.051395416259765625
16;v2=2|odd=3|h=3;v2=0|odd=3|h=0;554;210.515625;4096;0.051395416259765625
16;v2=0|odd=3|h=0;v2=0|odd=1|h=1;493;84.080078125;16384;0.005131840705871582
16;v2=0|odd=3|h=1;v2=0|odd=1|h=2;493;84.080078125;16384;0.005131840705871582
16;v2=0|odd=3|h=2;v2=0|odd=1|h=3;493;84.080078125;16384;0.005131840705871582
16;v2=0|odd=3|h=3;v2=0|odd=1|h=0;493;84.080078125;16384;0.005131840705871582
16;v2=0|odd=3|h=0;v2=0|odd=3|h=1;471;79.00390625;16384;0.0048220157623291016
16;v2=0|odd=3|h=1;v2=0|odd=3|h=2;471;79.00390625;16384;0.0048220157623291016
16;v2=0|odd=3|h=2;v2=0|odd=3|h=3;471;79.00390625;16384;0.0048220157623291016
16;v2=0|odd=3|h=3;v2=0|odd=3|h=0;471;79.00390625;16384;0.0048220157623291016
16;v2=0|odd=1|h=0;v2=0|odd=1|h=1;423;111.40625;16384;0.0067996978759765625
16;v2=0|odd=1|h=1;v2=0|odd=1|h=2;423;111.40625;16384;0.0067996978759765625
16;v2=0|odd=1|h=2;v2=0|odd=1|h=3;423;111.40625;16384;0.0067996978759765625
16;v2=0|odd=1|h=3;v2=0|odd=1|h=0;423;111.40625;16384;0.0067996978759765625
16;v2=0|odd=1|h=0;v2=0|odd=3|h=1;405;111.53125;16384;0.0068073272705078125
16;v2=0|odd=1|h=1;v2=0|odd=3|h=2;405;111.53125;16384;0.0068073272705078125
16;v2=0|odd=1|h=2;v2=0|odd=3|h=3;405;111.53125;16384;0.0068073272705078125
16;v2=0|odd=1|h=3;v2=0|odd=3|h=0;405;111.53125;16384;0.0068073272705078125
16;v2=2|odd=3|h=0;v2=1|odd=1|h=1;285;108.15625;4096;0.02640533447265625
16;v2=2|odd=3|h=1;v2=1|odd=1|h=2;285;108.15625;4096;0.02640533447265625
16;v2=2|odd=3|h=2;v2=1|odd=1|h=3;285;108.15625;4096;0.02640533447265625
16;v2=2|odd=3|h=3;v2=1|odd=1|h=0;285;108.15625;4096;0.02640533447265625
16;v2=2|odd=3|h=0;v2=1|odd=3|h=1;285;107.546875;4096;0.026256561279296875
16;v2=2|odd=3|h=1;v2=1|odd=3|h=2;285;107.546875;4096;0.026256561279296875
16;v2=2|odd=3|h=2;v2=1|odd=3|h=3;285;107.546875;4096;0.026256561279296875
16;v2=2|odd=3|h=3;v2=1|odd=3|h=0;285;107.546875;4096;0.026256561279296875
16;v2=0|odd=3|h=0;v2=1|odd=1|h=1;256;45.730712890625;16384;0.002791181206703186
16;v2=0|odd=3|h=1;v2=1|odd=1|h=2;256;45.730712890625;16384;0.002791181206703186
16;v2=0|odd=3|h=2;v2=1|odd=1|h=3;256;45.730712890625;16384;0.002791181206703186
16;v2=0|odd=3|h=3;v2=1|odd=1|h=0;256;45.730712890625;16384;0.002791181206703186
16;v2=0|odd=3|h=0;v2=1|odd=3|h=1;244;44.1728515625;16384;0.002696096897125244
16;v2=0|odd=3|h=1;v2=1|odd=3|h=2;244;44.1728515625;16384;0.002696096897125244
16;v2=0|odd=3|h=2;v2=1|odd=3|h=3;244;44.1728515625;16384;0.002696096897125244
16;v2=0|odd=3|h=3;v2=1|odd=3|h=0;244;44.1728515625;16384;0.002696096897125244
16;v2=0|odd=1|h=0;v2=1|odd=3|h=1;217;56.439453125;16384;0.0034447908401489258
16;v2=0|odd=1|h=1;v2=1|odd=3|h=2;217;56.439453125;16384;0.0034447908401489258
16;v2=0|odd=1|h=2;v2=1|odd=3|h=3;217;56.439453125;16384;0.0034447908401489258
16;v2=0|odd=1|h=3;v2=1|odd=3|h=0;217;56.439453125;16384;0.0034447908401489258
16;v2=0|odd=1|h=0;v2=1|odd=1|h=1;216;61.5859375;16384;0.0037589073181152344
16;v2=0|odd=1|h=1;v2=1|odd=1|h=2;216;61.5859375;16384;0.0037589073181152344
16;v2=0|odd=1|h=2;v2=1|odd=1|h=3;216;61.5859375;16384;0.0037589073181152344
16;v2=0|odd=1|h=3;v2=1|odd=1|h=0;216;61.5859375;16384;0.0037589073181152344
16;v2=2|odd=3|h=0;v2=2|odd=3|h=1;144;53.875;4096;0.013153076171875
16;v2=2|odd=3|h=1;v2=2|odd=3|h=2;144;53.875;4096;0.013153076171875
16;v2=2|odd=3|h=2;v2=2|odd=3|h=3;144;53.875;4096;0.013153076171875
16;v2=2|odd=3|h=3;v2=2|odd=3|h=0;144;53.875;4096;0.013153076171875
16;v2=2|odd=3|h=0;v2=2|odd=1|h=1;142;53.875;4096;0.013153076171875
16;v2=2|odd=3|h=1;v2=2|odd=1|h=2;142;53.875;4096;0.013153076171875
16;v2=2|odd=3|h=2;v2=2|odd=1|h=3;142;53.875;4096;0.013153076171875
16;v2=2|odd=3|h=3;v2=2|odd=1|h=0;142;53.875;4096;0.013153076171875
16;v2=0|odd=3|h=0;v2=2|odd=3|h=1;129;23.30859375;16384;0.0014226436614990234
16;v2=0|odd=3|h=1;v2=2|odd=3|h=2;129;23.30859375;16384;0.0014226436614990234
16;v2=0|odd=3|h=2;v2=2|odd=3|h=3;129;23.30859375;16384;0.0014226436614990234
16;v2=0|odd=3|h=3;v2=2|odd=3|h=0;129;23.30859375;16384;0.0014226436614990234
16;v2=0|odd=3|h=0;v2=2|odd=1|h=1;120;22.11328125;16384;0.0013496875762939453
16;v2=0|odd=3|h=1;v2=2|odd=1|h=2;120;22.11328125;16384;0.0013496875762939453
16;v2=0|odd=3|h=2;v2=2|odd=1|h=3;120;22.11328125;16384;0.0013496875762939453
16;v2=0|odd=3|h=3;v2=2|odd=1|h=0;120;22.11328125;16384;0.0013496875762939453
16;v2=0|odd=1|h=0;v2=2|odd=1|h=1;116;31.203125;16384;0.0019044876098632812
16;v2=0|odd=1|h=1;v2=2|odd=1|h=2;116;31.203125;16384;0.0019044876098632812
16;v2=0|odd=1|h=2;v2=2|odd=1|h=3;116;31.203125;16384;0.0019044876098632812
16;v2=0|odd=1|h=3;v2=2|odd=1|h=0;116;31.203125;16384;0.0019044876098632812
16;v2=0|odd=1|h=0;v2=2|odd=3|h=1;107;28.59375;16384;0.0017452239990234375
16;v2=0|odd=1|h=1;v2=2|odd=3|h=2;107;28.59375;16384;0.0017452239990234375
16;v2=0|odd=1|h=2;v2=2|odd=3|h=3;107;28.59375;16384;0.0017452239990234375
16;v2=0|odd=1|h=3;v2=2|odd=3|h=0;107;28.59375;16384;0.0017452239990234375
16;v2=1|odd=3|h=0;v2=0|odd=3|h=1;84;31.625;8192;0.0038604736328125
16;v2=1|odd=3|h=1;v2=0|odd=3|h=2;84;31.625;8192;0.0038604736328125
16;v2=1|odd=3|h=2;v2=0|odd=3|h=3;84;31.625;8192;0.0038604736328125
16;v2=1|odd=3|h=3;v2=0|odd=3|h=0;84;31.625;8192;0.0038604736328125
16;v2=1|odd=3|h=0;v2=0|odd=1|h=1;81;27.0;8192;0.0032958984375
16;v2=1|odd=3|h=1;v2=0|odd=1|h=2;81;27.0;8192;0.0032958984375
16;v2=1|odd=3|h=2;v2=0|odd=1|h=3;81;27.0;8192;0.0032958984375
16;v2=1|odd=3|h=3;v2=0|odd=1|h=0;81;27.0;8192;0.0032958984375
16;v2=2|odd=3|h=0;v2=3|odd=3|h=1;70;27.875;4096;0.006805419921875
16;v2=2|odd=3|h=1;v2=3|odd=3|h=2;70;27.875;4096;0.006805419921875
16;v2=2|odd=3|h=2;v2=3|odd=3|h=3;70;27.875;4096;0.006805419921875
16;v2=2|odd=3|h=3;v2=3|odd=3|h=0;70;27.875;4096;0.006805419921875
16;v2=2|odd=3|h=0;v2=3|odd=1|h=1;70;25.25;4096;0.00616455078125
16;v2=2|odd=3|h=1;v2=3|odd=1|h=2;70;25.25;4096;0.00616455078125
16;v2=2|odd=3|h=2;v2=3|odd=1|h=3;70;25.25;4096;0.00616455078125
16;v2=2|odd=3|h=3;v2=3|odd=1|h=0;70;25.25;4096;0.00616455078125
16;v2=0|odd=3|h=0;v2=3|odd=3|h=1;66;9.3125;16384;0.000568389892578125
16;v2=0|odd=3|h=1;v2=3|odd=3|h=2;66;9.3125;16384;0.000568389892578125
16;v2=0|odd=3|h=2;v2=3|odd=3|h=3;66;9.3125;16384;0.000568389892578125
16;v2=0|odd=3|h=3;v2=3|odd=3|h=0;66;9.3125;16384;0.000568389892578125
16;v2=0|odd=1|h=0;v2=3|odd=3|h=1;59;17.453125;16384;0.0010652542114257812
16;v2=0|odd=1|h=1;v2=3|odd=3|h=2;59;17.453125;16384;0.0010652542114257812
16;v2=0|odd=1|h=2;v2=3|odd=3|h=3;59;17.453125;16384;0.0010652542114257812
16;v2=0|odd=1|h=3;v2=3|odd=3|h=0;59;17.453125;16384;0.0010652542114257812
16;v2=0|odd=3|h=0;v2=3|odd=1|h=1;59;10.44140625;16384;0.0006372928619384766
16;v2=0|odd=3|h=1;v2=3|odd=1|h=2;59;10.44140625;16384;0.0006372928619384766
16;v2=0|odd=3|h=2;v2=3|odd=1|h=3;59;10.44140625;16384;0.0006372928619384766
16;v2=0|odd=3|h=3;v2=3|odd=1|h=0;59;10.44140625;16384;0.0006372928619384766
