T;j_count;odd_bits;hit_bits;v2_cap;graph;src;dst;count;weight_num;weight_den;source_count;normalized_num;normalized_den
10;32;2;2;13;core;v2=0|odd=3|h=2;v2=1|odd=3|h=3;40;73;16;8192;73;131072
10;32;2;2;13;core;v2=0|odd=3|h=2;v2=2|odd=1|h=3;8;1;1;8192;1;8192
10;32;2;2;13;core;v2=0|odd=3|h=2;v2=2|odd=3|h=3;9;9;4;8192;9;32768
10;32;2;2;13;core;v2=0|odd=3|h=2;v2=3|odd=1|h=3;7;7;8;8192;7;65536
10;32;2;2;13;core;v2=0|odd=3|h=3;v2=0|odd=1|h=0;78;9;1;8192;9;8192
10;32;2;2;13;core;v2=0|odd=3|h=3;v2=0|odd=3|h=0;67;253;32;8192;253;262144
10;32;2;2;13;core;v2=0|odd=3|h=3;v2=1|odd=1|h=0;22;11;4;8192;11;32768
10;32;2;2;13;core;v2=0|odd=3|h=3;v2=1|odd=3|h=0;40;73;16;8192;73;131072
10;32;2;2;13;core;v2=0|odd=3|h=3;v2=2|odd=1|h=0;8;1;1;8192;1;8192
10;32;2;2;13;core;v2=0|odd=3|h=3;v2=2|odd=3|h=0;9;9;4;8192;9;32768
10;32;2;2;13;core;v2=0|odd=3|h=3;v2=3|odd=1|h=0;7;7;8;8192;7;65536
10;32;2;2;13;core;v2=1|odd=3|h=0;v2=0|odd=3|h=1;8;4;1;4096;1;1024
10;32;2;2;13;core;v2=1|odd=3|h=1;v2=0|odd=3|h=2;8;4;1;4096;1;1024
10;32;2;2;13;core;v2=1|odd=3|h=2;v2=0|odd=3|h=3;8;4;1;4096;1;1024
10;32;2;2;13;core;v2=1|odd=3|h=3;v2=0|odd=3|h=0;8;4;1;4096;1;1024
10;32;2;2;13;core;v2=2|odd=3|h=0;v2=0|odd=1|h=1;161;69;1;2048;69;2048
10;32;2;2;13;core;v2=2|odd=3|h=0;v2=0|odd=3|h=1;148;70;1;2048;35;1024
10;32;2;2;13;core;v2=2|odd=3|h=0;v2=1|odd=1|h=1;74;33;1;2048;33;2048
10;32;2;2;13;core;v2=2|odd=3|h=0;v2=1|odd=3|h=1;79;67;2;2048;67;4096
10;32;2;2;13;core;v2=2|odd=3|h=0;v2=2|odd=1|h=1;38;19;1;2048;19;2048
10;32;2;2;13;core;v2=2|odd=3|h=0;v2=2|odd=3|h=1;34;13;1;2048;13;2048
10;32;2;2;13;core;v2=2|odd=3|h=0;v2=3|odd=1|h=1;16;4;1;2048;1;512
10;32;2;2;13;core;v2=2|odd=3|h=0;v2=3|odd=3|h=1;20;10;1;2048;5;1024
10;32;2;2;13;core;v2=2|odd=3|h=0;v2=4|odd=3|h=1;12;6;1;2048;3;1024
10;32;2;2;13;core;v2=2|odd=3|h=0;v2=5|odd=1|h=1;5;5;2;2048;5;4096
10;32;2;2;13;core;v2=2|odd=3|h=1;v2=0|odd=1|h=2;161;69;1;2048;69;2048
10;32;2;2;13;core;v2=2|odd=3|h=1;v2=0|odd=3|h=2;148;70;1;2048;35;1024
10;32;2;2;13;core;v2=2|odd=3|h=1;v2=1|odd=1|h=2;74;33;1;2048;33;2048
10;32;2;2;13;core;v2=2|odd=3|h=1;v2=1|odd=3|h=2;79;67;2;2048;67;4096
10;32;2;2;13;core;v2=2|odd=3|h=1;v2=2|odd=1|h=2;38;19;1;2048;19;2048
10;32;2;2;13;core;v2=2|odd=3|h=1;v2=2|odd=3|h=2;34;13;1;2048;13;2048
10;32;2;2;13;core;v2=2|odd=3|h=1;v2=3|odd=1|h=2;16;4;1;2048;1;512
10;32;2;2;13;core;v2=2|odd=3|h=1;v2=3|odd=3|h=2;20;10;1;2048;5;1024
10;32;2;2;13;core;v2=2|odd=3|h=1;v2=4|odd=3|h=2;12;6;1;2048;3;1024
10;32;2;2;13;core;v2=2|odd=3|h=1;v2=5|odd=1|h=2;5;5;2;2048;5;4096
10;32;2;2;13;core;v2=2|odd=3|h=2;v2=0|odd=1|h=3;161;69;1;2048;69;2048
10;32;2;2;13;core;v2=2|odd=3|h=2;v2=0|odd=3|h=3;148;70;1;2048;35;1024
10;32;2;2;13;core;v2=2|odd=3|h=2;v2=1|odd=1|h=3;74;33;1;2048;33;2048
10;32;2;2;13;core;v2=2|odd=3|h=2;v2=1|odd=3|h=3;79;67;2;2048;67;4096
10;32;2;2;13;core;v2=2|odd=3|h=2;v2=2|odd=1|h=3;38;19;1;2048;19;2048
10;32;2;2;13;core;v2=2|odd=3|h=2;v2=2|odd=3|h=3;34;13;1;2048;13;2048
10;32;2;2;13;core;v2=2|odd=3|h=2;v2=3|odd=1|h=3;16;4;1;2048;1;512
10;32;2;2;13;core;v2=2|odd=3|h=2;v2=3|odd=3|h=3;20;10;1;2048;5;1024
10;32;2;2;13;core;v2=2|odd=3|h=2;v2=4|odd=3|h=3;12;6;1;2048;3;1024
10;32;2;2;13;core;v2=2|odd=3|h=2;v2=5|odd=1|h=3;5;5;2;2048;5;4096
10;32;2;2;13;core;v2=2|odd=3|h=3;v2=0|odd=1|h=0;161;69;1;2048;69;2048
10;32;2;2;13;core;v2=2|odd=3|h=3;v2=0|odd=3|h=0;148;70;1;2048;35;1024
10;32;2;2;13;core;v2=2|odd=3|h=3;v2=1|odd=1|h=0;74;33;1;2048;33;2048
10;32;2;2;13;core;v2=2|odd=3|h=3;v2=1|odd=3|h=0;79;67;2;2048;67;4096
10;32;2;2;13;core;v2=2|odd=3|h=3;v2=2|odd=1|h=0;38;19;1;2048;19;2048
10;32;2;2;13;core;v2=2|odd=3|h=3;v2=2|odd=3|h=0;34;13;1;2048;13;2048
10;32;2;2;13;core;v2=2|odd=3|h=3;v2=3|odd=1|h=0;16;4;1;2048;1;512
10;32;2;2;13;core;v2=2|odd=3|h=3;v2=3|odd=3|h=0;20;10;1;2048;5;1024
10;32;2;2;13;core;v2=2|odd=3|h=3;v2=4|odd=3|h=0;12;6;1;2048;3;1024
10;32;2;2;13;core;v2=2|odd=3|h=3;v2=5|odd=1|h=0;5;5;2;2048;5;4096
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=0|odd=1|h=1;80;1633;64;8192;1633;524288
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=0|odd=3|h=1;83;2901;128;8192;2901;1048576
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=1|odd=1|h=1;50;1161;64;8192;1161;524288
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=1|odd=3|h=1;48;401;32;8192;401;262144
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=2|odd=1|h=1;24;189;32;8192;189;262144
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=2|odd=3|h=1;29;643;64;8192;643;524288
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=3|odd=1|h=1;8;17;8;8192;17;65536
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=3|odd=3|h=1;32;601;64;8192;601;524288
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=4|odd=1|h=1;10;27;8;8192;27;65536
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=4|odd=3|h=1;8;21;8;8192;21;65536
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=5|odd=1|h=1;6;11;8;8192;11;65536
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=5|odd=3|h=1;5;3;2;8192;3;16384
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=6|odd=1|h=1;4;11;16;8192;11;131072
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=6|odd=3|h=1;3;3;2;8192;3;16384
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=7|odd=1|h=1;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=7|odd=3|h=1;2;3;8;8192;3;65536
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=8|odd=3|h=1;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=11|odd=3|h=1;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=1|h=0;v2=13|odd=3|h=1;1;1;8;8192;1;65536
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=0|odd=1|h=2;80;1633;64;8192;1633;524288
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=0|odd=3|h=2;83;2901;128;8192;2901;1048576
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=1|odd=1|h=2;50;1161;64;8192;1161;524288
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=1|odd=3|h=2;48;401;32;8192;401;262144
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=2|odd=1|h=2;24;189;32;8192;189;262144
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=2|odd=3|h=2;29;643;64;8192;643;524288
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=3|odd=1|h=2;8;17;8;8192;17;65536
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=3|odd=3|h=2;32;601;64;8192;601;524288
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=4|odd=1|h=2;10;27;8;8192;27;65536
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=4|odd=3|h=2;8;21;8;8192;21;65536
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=5|odd=1|h=2;6;11;8;8192;11;65536
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=5|odd=3|h=2;5;3;2;8192;3;16384
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=6|odd=1|h=2;4;11;16;8192;11;131072
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=6|odd=3|h=2;3;3;2;8192;3;16384
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=7|odd=1|h=2;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=7|odd=3|h=2;2;3;8;8192;3;65536
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=8|odd=3|h=2;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=11|odd=3|h=2;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=1|h=1;v2=13|odd=3|h=2;1;1;8;8192;1;65536
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=0|odd=1|h=3;80;1633;64;8192;1633;524288
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=0|odd=3|h=3;83;2901;128;8192;2901;1048576
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=1|odd=1|h=3;50;1161;64;8192;1161;524288
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=1|odd=3|h=3;48;401;32;8192;401;262144
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=2|odd=1|h=3;24;189;32;8192;189;262144
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=2|odd=3|h=3;29;643;64;8192;643;524288
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=3|odd=1|h=3;8;17;8;8192;17;65536
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=3|odd=3|h=3;32;601;64;8192;601;524288
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=4|odd=1|h=3;10;27;8;8192;27;65536
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=4|odd=3|h=3;8;21;8;8192;21;65536
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=5|odd=1|h=3;6;11;8;8192;11;65536
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=5|odd=3|h=3;5;3;2;8192;3;16384
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=6|odd=1|h=3;4;11;16;8192;11;131072
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=6|odd=3|h=3;3;3;2;8192;3;16384
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=7|odd=1|h=3;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=7|odd=3|h=3;2;3;8;8192;3;65536
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=8|odd=3|h=3;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=11|odd=3|h=3;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=1|h=2;v2=13|odd=3|h=3;1;1;8;8192;1;65536
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=0|odd=1|h=0;80;1633;64;8192;1633;524288
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=0|odd=3|h=0;83;2901;128;8192;2901;1048576
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=1|odd=1|h=0;50;1161;64;8192;1161;524288
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=1|odd=3|h=0;48;401;32;8192;401;262144
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=2|odd=1|h=0;24;189;32;8192;189;262144
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=2|odd=3|h=0;29;643;64;8192;643;524288
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=3|odd=1|h=0;8;17;8;8192;17;65536
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=3|odd=3|h=0;32;601;64;8192;601;524288
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=4|odd=1|h=0;10;27;8;8192;27;65536
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=4|odd=3|h=0;8;21;8;8192;21;65536
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=5|odd=1|h=0;6;11;8;8192;11;65536
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=5|odd=3|h=0;5;3;2;8192;3;16384
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=6|odd=1|h=0;4;11;16;8192;11;131072
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=6|odd=3|h=0;3;3;2;8192;3;16384
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=7|odd=1|h=0;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=7|odd=3|h=0;2;3;8;8192;3;65536
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=8|odd=3|h=0;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=11|odd=3|h=0;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=1|h=3;v2=13|odd=3|h=0;1;1;8;8192;1;65536
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=0|odd=1|h=1;173;4265;128;8192;4265;1048576
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=0|odd=3|h=1;163;7605;256;8192;7605;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=1|odd=1|h=1;105;4425;256;8192;4425;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=1|odd=3|h=1;82;17333;1024;8192;17333;8388608
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=2|odd=1|h=1;51;2357;256;8192;2357;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=2|odd=3|h=1;55;2439;256;8192;2439;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=3|odd=1|h=1;24;347;64;8192;347;524288
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=3|odd=3|h=1;30;573;128;8192;573;1048576
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=4|odd=1|h=1;14;87;32;8192;87;262144
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=4|odd=3|h=1;13;2;1;8192;1;4096
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=5|odd=1|h=1;6;3;4;8192;3;32768
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=5|odd=3|h=1;6;31;32;8192;31;262144
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=6|odd=1|h=1;3;3;8;8192;3;65536
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=6|odd=3|h=1;4;289;1024;8192;289;8388608
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=7|odd=1|h=1;1;1;64;8192;1;524288
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=7|odd=3|h=1;1;1;8;8192;1;65536
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=8|odd=1|h=1;2;5;16;8192;5;131072
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=8|odd=3|h=1;2;3;8;8192;3;65536
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=9|odd=1|h=1;1;1;8;8192;1;65536
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=10|odd=1|h=1;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=3|h=0;v2=11|odd=3|h=1;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=0|odd=1|h=2;173;4265;128;8192;4265;1048576
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=0|odd=3|h=2;163;7605;256;8192;7605;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=1|odd=1|h=2;105;4425;256;8192;4425;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=1|odd=3|h=2;82;17333;1024;8192;17333;8388608
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=2|odd=1|h=2;51;2357;256;8192;2357;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=2|odd=3|h=2;55;2439;256;8192;2439;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=3|odd=1|h=2;24;347;64;8192;347;524288
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=3|odd=3|h=2;30;573;128;8192;573;1048576
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=4|odd=1|h=2;14;87;32;8192;87;262144
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=4|odd=3|h=2;13;2;1;8192;1;4096
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=5|odd=1|h=2;6;3;4;8192;3;32768
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=5|odd=3|h=2;6;31;32;8192;31;262144
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=6|odd=1|h=2;3;3;8;8192;3;65536
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=6|odd=3|h=2;4;289;1024;8192;289;8388608
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=7|odd=1|h=2;1;1;64;8192;1;524288
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=7|odd=3|h=2;1;1;8;8192;1;65536
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=8|odd=1|h=2;2;5;16;8192;5;131072
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=8|odd=3|h=2;2;3;8;8192;3;65536
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=9|odd=1|h=2;1;1;8;8192;1;65536
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=10|odd=1|h=2;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=3|h=1;v2=11|odd=3|h=2;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=0|odd=1|h=3;173;4265;128;8192;4265;1048576
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=0|odd=3|h=3;163;7605;256;8192;7605;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=1|odd=1|h=3;105;4425;256;8192;4425;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=1|odd=3|h=3;82;17333;1024;8192;17333;8388608
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=2|odd=1|h=3;51;2357;256;8192;2357;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=2|odd=3|h=3;55;2439;256;8192;2439;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=3|odd=1|h=3;24;347;64;8192;347;524288
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=3|odd=3|h=3;30;573;128;8192;573;1048576
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=4|odd=1|h=3;14;87;32;8192;87;262144
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=4|odd=3|h=3;13;2;1;8192;1;4096
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=5|odd=1|h=3;6;3;4;8192;3;32768
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=5|odd=3|h=3;6;31;32;8192;31;262144
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=6|odd=1|h=3;3;3;8;8192;3;65536
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=6|odd=3|h=3;4;289;1024;8192;289;8388608
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=7|odd=1|h=3;1;1;64;8192;1;524288
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=7|odd=3|h=3;1;1;8;8192;1;65536
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=8|odd=1|h=3;2;5;16;8192;5;131072
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=8|odd=3|h=3;2;3;8;8192;3;65536
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=9|odd=1|h=3;1;1;8;8192;1;65536
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=10|odd=1|h=3;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=3|h=2;v2=11|odd=3|h=3;1;1;4;8192;1;32768
10;32;2;2;13;tail;v2=0|odd=3|h=3;v2=0|odd=1|h=0;173;4265;128;8192;4265;1048576
10;32;2;2;13;tail;v2=0|odd=3|h=3;v2=0|odd=3|h=0;163;7605;256;8192;7605;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=3;v2=1|odd=1|h=0;105;4425;256;8192;4425;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=3;v2=1|odd=3|h=0;82;17333;1024;8192;17333;8388608
10;32;2;2;13;tail;v2=0|odd=3|h=3;v2=2|odd=1|h=0;51;2357;256;8192;2357;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=3;v2=2|odd=3|h=0;55;2439;256;8192;2439;2097152
10;32;2;2;13;tail;v2=0|odd=3|h=3;v2=3|odd=1|h=0;24;347;64;8192;347;524288
10;32;2;2;13;tail;v2=0|odd=3|h=3;v2=3|odd=3|h=0;30;573;128;8192;573;1048576
10;32;2;2;13;tail;v2=0|odd=3|h=3;v2=4|odd=1|h=0;14;87;32;8192;87;262144
